instance,k,n_params,median_obj,median_time_s,n_seeds
eilA101-2,10,20,20.24,2130,3
eilA101-2,10,20,20.38,2182,4
eilA101-2,10,20,16.13,2179,5
eilA101-2,10,20,20.38,2133,6
eilA101-2,10,20,20.38,2139,7
eilA101-2,10,20,20.38,2253,8
eilA101-2,10,20,20.38,2209,9
eilA101-2,15,20,12.77,3132,0
eilA101-2,15,20,20.38,3531,1
eilA101-2,15,20,16.13,3293,2
eilA101-2,15,20,14.32,3226,3
eilA101-2,15,20,20.38,3239,4
eilA101-2,15,20,14.75,3268,5
eilA101-2,15,20,20.38,3229,6
eilA101-2,15,20,20.38,3255,7
eilA101-2,15,20,14.68,3248,8
eilA101-2,15,20,12.91,3210,9
eilA101-2,20,20,14.49,4305,0
eilA101-2,20,20,12.91,4222,1
eilA101-2,20,20,20.24,4329,2
eilA101-2,20,20,15.83,4338,3
eilA101-2,20,20,15.99,4399,4
eilA101-2,20,20,14.21,4299,5
eilA101-2,20,20,12.88,4248,6
eilA101-2,20,20,15.62,4230,7
eilA101-2,20,20,15.51,4367,8
eilA101-2,20,20,15.59,4219,9
eilA101-2,25,20,14.26,5704,0
eilA101-2,25,20,15.60,5278,1
eilA101-2,25,20,16.25,5499,2
eilA101-2,25,20,14.28,5504,3
eilA101-2,25,20,15.29,5345,4
eilA101-2,25,20,15.35,5348,5
eilA101-2,25,20,12.82,5302,6
eilA101-2,25,20,16.09,5502,7
eilA101-2,25,20,12.91,5479,8
eilA101-2,25,20,14.30,5276,9
eilA101-2,30,20,14.24,6562,0
eilA101-2,30,20,14.26,7328,1
eilA101-2,30,20,20.38,6741,2
eilA101-2,30,20,20.38,6605,3
eilA101-2,30,20,14.21,6486,4
eilA101-2,30,20,13.72,6519,5
eilA101-2,30,20,20.38,6919,6
eilA101-2,30,20,20.38,6617,7
eilA101-2,30,20,19.71,6723,8
eilA101-2,30,20,14.52,6622,9
eilA101-2,2,30,20.38,662,0
eilA101-2,2,30,20.38,644,1
eilA101-2,2,30,20.38,658,2
eilA101-2,2,30,20.39,681,3
eilA101-2,2,30,20.38,656,4
eilA101-2,2,30,20.38,660,5
eilA101-2,2,30,20.38,665,6
eilA101-2,2,30,20.38,684,7
eilA101-2,2,30,20.38,663,8
eilA101-2,2,30,20.38,667,9
eilA101-2,25,30,12.44,8034,0
eilA101-2,25,30,20.38,8363,1
eilA101-2,25,30,19.18,8170,2
eilA101-2,25,30,20.38,8225,3
eilA101-2,25,30,12.91,8231,4
eilA101-2,25,30,20.38,9883,5
eilA101-2,25,30,20.38,8330,6
eilA101-2,25,30,15.43,8197,7
eilA101-2,25,30,20.38,8306,8
eilA101-2,25,30,20.38,8079,9
eilA101-2,2,40,20.38,876,0
eilA101-2,2,40,20.38,852,1
eilA101-2,2,40,20.38,886,2
eilA101-2,2,40,20.39,872,3
eilA101-2,2,40,26.70,906,4
eilA101-2,2,40,20.39,885,5
eilA101-2,2,40,20.39,883,6
eilA101-2,2,40,26.71,888,7
eilA101-2,2,40,20.38,892,8
eilA101-2,2,40,20.38,861,9
momentum1,2,5,25.02,100,0
momentum1,2,5,11.75,100,1
momentum1,2,5,11.77,100,2
momentum1,2,5,16.66,100,3
momentum1,2,5,16.63,100,4
momentum1,2,5,11.78,100,5
momentum1,2,5,24.99,100,6
momentum1,2,5,16.68,100,7
momentum1,2,5,21.01,100,8
momentum1,2,5,25.00,100,9
momentum1,5,5,16.69,252,0
momentum1,5,5,21.06,252,1
momentum1,5,5,11.75,251,2
momentum1,5,5,11.75,251,3
momentum1,5,5,16.69,251,4
momentum1,5,5,11.77,251,5
momentum1,5,5,11.78,251,6
momentum1,5,5,11.75,251,7
momentum1,5,5,11.80,251,8
momentum1,5,5,11.73,251,9
momentum1,10,5,11.76,503,0
momentum1,10,5,11.77,503,1
momentum1,10,5,11.72,503,2
momentum1,10,5,11.75,503,3
momentum1,10,5,11.72,503,4
momentum1,10,5,11.71,503,5
momentum1,10,5,11.78,503,6
momentum1,10,5,11.71,503,7
momentum1,10,5,11.74,503,8
momentum1,10,5,11.72,503,9
momentum1,15,5,11.76,754,0
momentum1,15,5,11.71,754,1
momentum1,15,5,11.71,754,2
momentum1,15,5,11.73,755,3
momentum1,15,5,11.72,754,4
momentum1,15,5,11.76,754,5
momentum1,15,5,11.71,754,6
momentum1,15,5,11.75,754,7
momentum1,15,5,11.71,755,8
momentum1,15,5,11.71,755,9
momentum1,20,5,11.75,1006,0
momentum1,20,5,11.71,1006,1
momentum1,20,5,11.71,1005,2
momentum1,20,5,11.71,1006,3
momentum1,20,5,11.75,1008,4
momentum1,20,5,11.76,1006,5
momentum1,20,5,11.71,1007,6
momentum1,20,5,11.71,1006,7
momentum1,20,5,11.75,1006,8
momentum1,20,5,11.71,1006,9
momentum1,25,5,11.71,1258,0
momentum1,25,5,11.77,1259,1
momentum1,25,5,11.71,1258,2
momentum1,25,5,11.72,1257,3
momentum1,25,5,11.71,1258,4
momentum1,25,5,11.71,1261,5
momentum1,25,5,11.71,1259,6
momentum1,25,5,11.71,1257,7
momentum1,25,5,16.61,1266,8
momentum1,25,5,11.71,1258,9
momentum1,30,5,11.79,1511,0
momentum1,30,5,11.71,1509,1
momentum1,30,5,11.78,1511,2
momentum1,30,5,16.70,1514,3
momentum1,30,5,16.72,1513,4
momentum1,30,5,11.71,1511,5
momentum1,30,5,11.71,1510,6
momentum1,30,5,11.71,1511,7
momentum1,30,5,11.71,1509,8
momentum1,30,5,11.80,1511,9
momentum1,40,5,11.72,2012,0
momentum1,40,5,11.71,2013,1
momentum1,40,5,11.71,2012,2
momentum1,40,5,16.70,2016,3
momentum1,40,5,11.71,2015,4
momentum1,40,5,11.71,2042,5
momentum1,40,5,11.71,2017,6
momentum1,40,5,11.71,2012,7
momentum1,40,5,11.71,2102,8
momentum1,40,5,11.71,2012,9
momentum1,50,5,11.83,2523,0
momentum1,50,5,11.71,2515,1
momentum1,50,5,11.71,2518,2
momentum1,50,5,11.75,2518,3
momentum1,50,5,11.71,2521,4
momentum1,50,5,11.71,2515,5
momentum1,50,5,16.64,2522,6
momentum1,50,5,11.72,2518,7
momentum1,50,5,11.71,2517,8
momentum1,50,5,11.75,2519,9
momentum1,60,5,11.71,3019,0
momentum1,60,5,11.71,3018,1
momentum1,60,5,11.83,3025,2
momentum1,60,5,11.71,3022,3
momentum1,60,5,11.79,3028,4
momentum1,60,5,11.71,3021,5
momentum1,60,5,11.72,3022,6
momentum1,60,5,11.71,3019,7
momentum1,60,5,11.71,3018,8
momentum1,60,5,11.71,3019,9
momentum1,2,10,11.71,201,0
momentum1,2,10,11.74,201,1
momentum1,2,10,11.70,201,2
momentum1,2,10,11.71,201,3
momentum1,2,10,16.62,201,4
momentum1,2,10,11.70,201,5
momentum1,2,10,16.65,201,6
momentum1,2,10,67.39,210,7
momentum1,2,10,11.79,201,8
momentum1,2,10,16.62,201,9
momentum1,5,10,11.72,503,0
momentum1,5,10,11.73,503,1
momentum1,5,10,11.70,502,2
momentum1,5,10,11.70,503,3
momentum1,5,10,11.76,503,4
momentum1,5,10,11.72,503,5
momentum1,5,10,16.61,503,6
momentum1,5,10,11.44,503,7
momentum1,5,10,11.54,503,8
momentum1,5,10,11.72,503,9
momentum1,10,10,11.71,1006,0
momentum1,10,10,11.72,1007,1
momentum1,10,10,11.70,1006,2
momentum1,10,10,11.57,1009,3
momentum1,10,10,11.74,1008,4
momentum1,10,10,11.71,1006,5
momentum1,10,10,11.70,1006,6
momentum1,10,10,11.76,1006,7
momentum1,10,10,11.62,1006,8
momentum1,10,10,11.73,1006,9
momentum1,15,10,11.31,1509,0
momentum1,15,10,11.45,1509,1
momentum1,15,10,11.41,1509,2
momentum1,15,10,11.46,1508,3
momentum1,15,10,11.66,1509,4
momentum1,15,10,11.41,1509,5
momentum1,15,10,11.26,1510,6
momentum1,15,10,11.47,1509,7
momentum1,15,10,11.76,1511,8
momentum1,15,10,11.08,1509,9
momentum1,20,10,11.28,2014,0
momentum1,20,10,11.61,2012,1
momentum1,20,10,11.72,2012,2
momentum1,20,10,11.42,2012,3
momentum1,20,10,11.42,2012,4
momentum1,20,10,11.46,2013,5
momentum1,20,10,11.70,2013,6
momentum1,20,10,11.70,2012,7
momentum1,20,10,11.47,2015,8
momentum1,20,10,11.68,2013,9
momentum1,25,10,11.54,2515,0
momentum1,25,10,11.67,2519,1
momentum1,25,10,11.08,2514,2
momentum1,25,10,11.54,2517,3
momentum1,25,10,11.57,2515,4
momentum1,25,10,11.42,2516,5
momentum1,25,10,11.27,2515,6
momentum1,25,10,11.73,2518,7
momentum1,25,10,11.08,2515,8
momentum1,25,10,11.74,2516,9
momentum1,30,10,11.41,3023,0
momentum1,30,10,11.72,3019,1
momentum1,30,10,11.71,3030,2
momentum1,30,10,11.84,3029,3
momentum1,30,10,11.71,3020,4
momentum1,30,10,11.08,3021,5
momentum1,30,10,11.26,3018,6
momentum1,30,10,11.73,3024,7
momentum1,30,10,11.47,3019,8
momentum1,30,10,11.77,3024,9
momentum1,40,10,11.22,4025,0
momentum1,40,10,11.71,4045,1
momentum1,40,10,11.08,4023,2
momentum1,40,10,11.22,4023,3
momentum1,40,10,11.36,4025,4
momentum1,40,10,11.55,4026,5
momentum1,40,10,11.30,4025,6
momentum1,40,10,11.26,4024,7
momentum1,40,10,11.17,4025,8
momentum1,40,10,11.36,4024,9
momentum1,50,10,11.36,5033,0
momentum1,50,10,11.83,5047,1
momentum1,50,10,11.08,5043,2
momentum1,50,10,11.47,5037,3
momentum1,50,10,11.28,5030,4
momentum1,50,10,11.08,5030,5
momentum1,50,10,11.08,5028,6
momentum1,50,10,11.08,5029,7
momentum1,50,10,11.08,5029,8
momentum1,50,10,11.54,5035,9
momentum1,60,10,11.08,6035,0
momentum1,60,10,11.54,6040,1
momentum1,60,10,11.36,6039,2
momentum1,60,10,11.28,6036,3
momentum1,60,10,11.28,6039,4
momentum1,60,10,11.17,6037,5
momentum1,60,10,11.22,6035,6
momentum1,60,10,11.08,6036,7
momentum1,60,10,11.47,6040,8
momentum1,60,10,11.30,6040,9
momentum1,2,20,11.77,403,0
momentum1,2,20,11.75,403,1
momentum1,2,20,16.65,402,2
momentum1,2,20,16.60,402,3
momentum1,2,20,16.66,402,4
momentum1,2,20,11.71,402,5
momentum1,2,20,11.76,402,6
momentum1,2,20,11.74,402,7
momentum1,2,20,11.74,403,8
momentum1,2,20,69.39,418,9
momentum1,5,20,16.65,1006,0
momentum1,5,20,11.74,1006,1
momentum1,5,20,11.71,1006,2
momentum1,5,20,11.70,1006,3
momentum1,5,20,16.66,1006,4
momentum1,5,20,11.71,1006,5
momentum1,5,20,11.39,1007,6
momentum1,5,20,11.75,1006,7
momentum1,5,20,16.72,1005,8
momentum1,5,20,16.66,1006,9
momentum1,10,20,11.73,2013,0
momentum1,10,20,11.74,2013,1
momentum1,10,20,11.71,2012,2
momentum1,10,20,11.71,2013,3
momentum1,10,20,11.74,2012,4
momentum1,10,20,11.73,2012,5
momentum1,10,20,11.74,2012,6
momentum1,10,20,11.75,2013,7
momentum1,10,20,11.75,2013,8
momentum1,10,20,11.76,2014,9
momentum1,15,20,11.74,3018,0
momentum1,15,20,11.74,3021,1
momentum1,15,20,11.69,3017,2
momentum1,15,20,11.69,3018,3
momentum1,15,20,11.70,3019,4
momentum1,15,20,11.71,3018,5
momentum1,15,20,11.74,3018,6
momentum1,15,20,11.79,3018,7
momentum1,15,20,11.76,3019,8
momentum1,15,20,11.74,3019,9
momentum1,20,20,11.76,4025,0
momentum1,20,20,11.74,4044,1
momentum1,20,20,11.70,4024,2
momentum1,20,20,11.74,4036,3
momentum1,20,20,11.73,4029,4
momentum1,20,20,11.72,4024,5
momentum1,20,20,11.73,4028,6
momentum1,20,20,11.78,4025,7
momentum1,20,20,11.76,4026,8
momentum1,20,20,11.74,4024,9
momentum1,25,20,11.74,5031,0
momentum1,25,20,11.69,5034,1
momentum1,25,20,11.74,5030,2
momentum1,25,20,11.06,5029,3
momentum1,25,20,11.74,5037,4
momentum1,25,20,11.68,5033,5
momentum1,25,20,11.74,5031,6
momentum1,25,20,11.74,5035,7
momentum1,25,20,11.75,5033,8
momentum1,25,20,11.75,5049,9
momentum1,30,20,11.74,6049,0
momentum1,30,20,11.74,6042,1
momentum1,30,20,11.68,6041,2
momentum1,30,20,11.70,6044,3
momentum1,30,20,11.73,6041,4
momentum1,30,20,11.15,6035,5
momentum1,30,20,11.75,6056,6
momentum1,30,20,11.03,6036,7
momentum1,30,20,11.73,6044,8
momentum1,30,20,11.75,6040,9
momentum1,2,30,16.69,604,0
momentum1,2,30,21.02,604,1
momentum1,2,30,21.04,605,2
momentum1,2,30,11.77,605,3
momentum1,2,30,11.71,604,4
momentum1,2,30,21.08,605,5
momentum1,2,30,11.76,604,6
momentum1,2,30,11.75,604,7
momentum1,2,30,11.77,604,8
momentum1,2,30,11.77,604,9
momentum1,25,30,11.84,7555,0
momentum1,25,30,11.74,7556,1
momentum1,25,30,11.77,7568,2
momentum1,25,30,11.77,7684,3
momentum1,25,30,11.73,7568,4
momentum1,25,30,16.61,7607,5
momentum1,25,30,11.80,7581,6
momentum1,25,30,11.78,7597,7
momentum1,25,30,11.72,7570,8
momentum1,25,30,11.73,7559,9
momentum1,2,40,16.66,807,0
momentum1,2,40,11.76,805,1
momentum1,2,40,11.77,807,2
momentum1,2,40,11.76,805,3
momentum1,2,40,11.75,805,4
momentum1,2,40,11.74,806,5
momentum1,2,40,11.74,805,6
momentum1,2,40,16.66,807,7
momentum1,2,40,11.82,805,8
momentum1,2,40,24.98,806,9
mushroom-best,2,5,42.74,100,0
mushroom-best,2,5,42.49,100,1
mushroom-best,2,5,40.55,100,2
mushroom-best,2,5,48.37,101,3
mushroom-best,2,5,42.74,100,4
mushroom-best,2,5,40.55,100,5
mushroom-best,2,5,48.37,100,6
mushroom-best,2,5,42.74,100,7
mushroom-best,2,5,41.07,100,8
mushroom-best,2,5,48.71,100,9
mushroom-best,5,5,41.07,252,0
mushroom-best,5,5,41.07,252,1
mushroom-best,5,5,41.07,251,2
mushroom-best,5,5,40.55,251,3
mushroom-best,5,5,42.49,252,4
mushroom-best,5,5,40.55,251,5
mushroom-best,5,5,42.52,251,6
mushroom-best,5,5,40.55,251,7
mushroom-best,5,5,41.07,251,8
mushroom-best,5,5,40.55,252,9
mushroom-best,10,5,40.55,503,0
mushroom-best,10,5,41.07,504,1
mushroom-best,10,5,41.07,503,2
mushroom-best,10,5,40.55,503,3
mushroom-best,10,5,40.55,503,4
mushroom-best,10,5,40.55,503,5
mushroom-best,10,5,40.55,504,6
mushroom-best,10,5,40.55,503,7
mushroom-best,10,5,40.55,504,8
mushroom-best,10,5,40.55,503,9
mushroom-best,15,5,40.55,755,0
mushroom-best,15,5,40.55,755,1
mushroom-best,15,5,40.55,755,2
mushroom-best,15,5,40.55,755,3
mushroom-best,15,5,40.55,755,4
mushroom-best,15,5,40.55,755,5
mushroom-best,15,5,40.55,755,6
mushroom-best,15,5,40.55,755,7
mushroom-best,15,5,40.55,755,8
mushroom-best,15,5,40.55,758,9
mushroom-best,20,5,40.55,1007,0
mushroom-best,20,5,40.55,1006,1
mushroom-best,20,5,40.55,1006,2
mushroom-best,20,5,40.55,1006,3
mushroom-best,20,5,40.55,1008,4
mushroom-best,20,5,40.55,1006,5
mushroom-best,20,5,40.55,1007,6
mushroom-best,20,5,40.55,1007,7
mushroom-best,20,5,40.55,1008,8
mushroom-best,20,5,40.55,1007,9
mushroom-best,25,5,40.55,1260,0
mushroom-best,25,5,40.55,1261,1
mushroom-best,25,5,40.55,1259,2
mushroom-best,25,5,40.55,1258,3
mushroom-best,25,5,40.55,1259,4
mushroom-best,25,5,41.07,1264,5
mushroom-best,25,5,40.55,1258,6
mushroom-best,25,5,40.55,1258,7
mushroom-best,25,5,40.55,1259,8
mushroom-best,25,5,40.55,1261,9
mushroom-best,30,5,40.55,1519,0
mushroom-best,30,5,40.55,1512,1
mushroom-best,30,5,40.55,1517,2
mushroom-best,30,5,41.54,1517,3
mushroom-best,30,5,41.35,1529,4
mushroom-best,30,5,40.55,1513,5
mushroom-best,30,5,40.55,1513,6
mushroom-best,30,5,40.55,1516,7
mushroom-best,30,5,40.55,1510,8
mushroom-best,30,5,40.55,1514,9
mushroom-best,40,5,40.55,2013,0
mushroom-best,40,5,40.55,2021,1
mushroom-best,40,5,40.55,2013,2
mushroom-best,40,5,40.55,2027,3
mushroom-best,40,5,40.55,2016,4
mushroom-best,40,5,40.55,2064,5
mushroom-best,40,5,40.55,2016,6
mushroom-best,40,5,41.07,2014,7
mushroom-best,40,5,40.55,2088,8
mushroom-best,40,5,40.55,2014,9
mushroom-best,50,5,40.55,2533,0
mushroom-best,50,5,40.55,2517,1
mushroom-best,50,5,40.55,2518,2
mushroom-best,50,5,40.55,2523,3
mushroom-best,50,5,40.55,2521,4
mushroom-best,50,5,40.55,2539,5
mushroom-best,50,5,40.55,2526,6
mushroom-best,50,5,40.55,2517,7
mushroom-best,50,5,40.55,2518,8
mushroom-best,50,5,40.55,2526,9
mushroom-best,60,5,40.55,3020,0
mushroom-best,60,5,40.55,3021,1
mushroom-best,60,5,40.55,3032,2
mushroom-best,60,5,40.55,3024,3
mushroom-best,60,5,42.49,3039,4
mushroom-best,60,5,40.55,3027,5
mushroom-best,60,5,40.55,3023,6
mushroom-best,60,5,40.55,3025,7
mushroom-best,60,5,40.55,3021,8
mushroom-best,60,5,40.55,3021,9
mushroom-best,2,10,49.20,201,0
mushroom-best,2,10,41.83,201,1
mushroom-best,2,10,31.33,201,2
mushroom-best,2,10,48.37,201,3
mushroom-best,2,10,42.23,201,4
mushroom-best,2,10,40.42,201,5
mushroom-best,2,10,48.71,201,6
mushroom-best,2,10,69.94,219,7
mushroom-best,2,10,48.49,201,8
mushroom-best,2,10,41.83,201,9
mushroom-best,5,10,31.31,503,0
mushroom-best,5,10,31.86,503,1
mushroom-best,5,10,29.42,503,2
mushroom-best,5,10,35.81,503,3
mushroom-best,5,10,19.97,503,4
mushroom-best,5,10,31.34,503,5
mushroom-best,5,10,31.33,504,6
mushroom-best,5,10,31.33,503,7
mushroom-best,5,10,37.06,503,8
mushroom-best,5,10,31.32,503,9
mushroom-best,10,10,19.87,1006,0
mushroom-best,10,10,31.32,1009,1
mushroom-best,10,10,31.32,1006,2
mushroom-best,10,10,32.05,1009,3
mushroom-best,10,10,31.32,1008,4
mushroom-best,10,10,35.40,1007,5
mushroom-best,10,10,31.32,1007,6
mushroom-best,10,10,31.15,1006,7
mushroom-best,10,10,25.00,1007,8
mushroom-best,10,10,28.52,1007,9
mushroom-best,15,10,28.52,1510,0
mushroom-best,15,10,28.44,1510,1
mushroom-best,15,10,31.32,1510,2
mushroom-best,15,10,31.31,1511,3
mushroom-best,15,10,22.67,1510,4
mushroom-best,15,10,31.32,1510,5
mushroom-best,15,10,21.32,1512,6
mushroom-best,15,10,29.90,1511,7
mushroom-best,15,10,25.59,1511,8
mushroom-best,15,10,19.97,1510,9
mushroom-best,20,10,22.82,2014,0
mushroom-best,20,10,21.87,2013,1
mushroom-best,20,10,31.32,2013,2
mushroom-best,20,10,35.62,2014,3
mushroom-best,20,10,22.73,2014,4
mushroom-best,20,10,31.32,2014,5
mushroom-best,20,10,30.62,2015,6
mushroom-best,20,10,20.87,2014,7
mushroom-best,20,10,25.59,2015,8
mushroom-best,20,10,19.90,2015,9
mushroom-best,25,10,19.54,2517,0
mushroom-best,25,10,31.32,2520,1
mushroom-best,25,10,29.19,2516,2
mushroom-best,25,10,21.87,2519,3
mushroom-best,25,10,20.17,2517,4
mushroom-best,25,10,31.32,2518,5
mushroom-best,25,10,19.84,2517,6
mushroom-best,25,10,31.32,2521,7
mushroom-best,25,10,19.99,2518,8
mushroom-best,25,10,31.32,2519,9
mushroom-best,30,10,19.99,3032,0
mushroom-best,30,10,19.97,3021,1
mushroom-best,30,10,28.52,3077,2
mushroom-best,30,10,31.37,3036,3
mushroom-best,30,10,31.32,3074,4
mushroom-best,30,10,34.46,3035,5
mushroom-best,30,10,29.96,3021,6
mushroom-best,30,10,31.32,3026,7
mushroom-best,30,10,28.52,3033,8
mushroom-best,30,10,31.32,3028,9
mushroom-best,40,10,19.70,4028,0
mushroom-best,40,10,31.32,4052,1
mushroom-best,40,10,28.98,4026,2
mushroom-best,40,10,31.31,4027,3
mushroom-best,40,10,22.67,4160,4
mushroom-best,40,10,31.32,4030,5
mushroom-best,40,10,28.53,4046,6
mushroom-best,40,10,19.54,4026,7
mushroom-best,40,10,19.97,4028,8
mushroom-best,40,10,19.97,4027,9
mushroom-best,50,10,19.84,5037,0
mushroom-best,50,10,20.76,5080,1
mushroom-best,50,10,19.97,5033,2
mushroom-best,50,10,22.67,5036,3
mushroom-best,50,10,19.54,5034,4
mushroom-best,50,10,19.54,5035,5
mushroom-best,50,10,19.70,5032,6
mushroom-best,50,10,19.84,5033,7
mushroom-best,50,10,18.41,5033,8
mushroom-best,50,10,31.32,5039,9
mushroom-best,60,10,19.54,6040,0
mushroom-best,60,10,19.54,6045,1
mushroom-best,60,10,28.40,6044,2
mushroom-best,60,10,19.88,6041,3
mushroom-best,60,10,20.79,6076,4
mushroom-best,60,10,19.54,6040,5
mushroom-best,60,10,19.70,6039,6
mushroom-best,60,10,19.82,6203,7
mushroom-best,60,10,19.90,6051,8
mushroom-best,60,10,19.90,6042,9
mushroom-best,2,20,40.68,403,0
mushroom-best,2,20,31.38,403,1
mushroom-best,2,20,42.22,402,2
mushroom-best,2,20,42.22,403,3
mushroom-best,2,20,37.24,403,4
mushroom-best,2,20,35.89,403,5
mushroom-best,2,20,22.71,403,6
mushroom-best,2,20,27.37,403,7
mushroom-best,2,20,39.79,403,8
mushroom-best,2,20,69.94,439,9
mushroom-best,5,20,25.61,1007,0
mushroom-best,5,20,22.62,1008,1
mushroom-best,5,20,25.67,1007,2
mushroom-best,5,20,23.67,1007,3
mushroom-best,5,20,22.80,1007,4
mushroom-best,5,20,25.62,1007,5
mushroom-best,5,20,22.35,1007,6
mushroom-best,5,20,23.67,1007,7
mushroom-best,5,20,17.99,1007,8
mushroom-best,5,20,22.83,1008,9
mushroom-best,10,20,18.52,2014,0
mushroom-best,10,20,19.88,2014,1
mushroom-best,10,20,22.79,2014,2
mushroom-best,10,20,19.49,2014,3
mushroom-best,10,20,22.82,2013,4
mushroom-best,10,20,22.70,2015,5
mushroom-best,10,20,20.73,2015,6
mushroom-best,10,20,17.64,2014,7
mushroom-best,10,20,24.23,2015,8
mushroom-best,10,20,25.68,2015,9
mushroom-best,15,20,22.80,3022,0
mushroom-best,15,20,21.27,3036,1
mushroom-best,15,20,19.82,3022,2
mushroom-best,15,20,17.96,3020,3
mushroom-best,15,20,25.60,3022,4
mushroom-best,15,20,22.82,3021,5
mushroom-best,15,20,19.86,3025,6
mushroom-best,15,20,17.79,3023,7
mushroom-best,15,20,20.60,3022,8
mushroom-best,15,20,25.60,3022,9
mushroom-best,20,20,22.75,4030,0
mushroom-best,20,20,22.35,4031,1
mushroom-best,20,20,22.79,4028,2
mushroom-best,20,20,22.35,4040,3
mushroom-best,20,20,22.79,4029,4
mushroom-best,20,20,19.82,4028,5
mushroom-best,20,20,22.80,4036,6
mushroom-best,20,20,17.64,4029,7
mushroom-best,20,20,19.82,4029,8
mushroom-best,20,20,19.82,4028,9
mushroom-best,25,20,18.46,5036,0
mushroom-best,25,20,22.79,5043,1
mushroom-best,25,20,22.74,5039,2
mushroom-best,25,20,17.96,5034,3
mushroom-best,25,20,22.79,5039,4
mushroom-best,25,20,19.93,5038,5
mushroom-best,25,20,17.12,5035,6
mushroom-best,25,20,17.64,5041,7
mushroom-best,25,20,17.99,5037,8
mushroom-best,25,20,22.82,5045,9
mushroom-best,30,20,17.36,6062,0
mushroom-best,30,20,19.82,6045,1
mushroom-best,30,20,22.74,6056,2
mushroom-best,30,20,19.14,6055,3
mushroom-best,30,20,17.64,6052,4
mushroom-best,30,20,18.46,6042,5
mushroom-best,30,20,25.61,6110,6
mushroom-best,30,20,22.35,6046,7
mushroom-best,30,20,22.35,6056,8
mushroom-best,30,20,19.82,6058,9
mushroom-best,2,30,34.22,608,0
mushroom-best,2,30,28.48,604,1
mushroom-best,2,30,51.95,637,2
mushroom-best,2,30,25.68,606,3
mushroom-best,2,30,37.07,604,4
mushroom-best,2,30,39.71,606,5
mushroom-best,2,30,42.70,604,6
mushroom-best,2,30,25.60,605,7
mushroom-best,2,30,42.78,605,8
mushroom-best,2,30,18.57,605,9
mushroom-best,25,30,13.43,7577,0
mushroom-best,25,30,22.67,7565,1
mushroom-best,25,30,18.00,7578,2
mushroom-best,25,30,28.53,7778,3
mushroom-best,25,30,14.51,7569,4
mushroom-best,25,30,18.69,7621,5
mushroom-best,25,30,15.43,7603,6
mushroom-best,25,30,17.10,7605,7
mushroom-best,25,30,19.86,7584,8
mushroom-best,25,30,15.54,7571,9
mushroom-best,2,40,34.21,809,0
mushroom-best,2,40,38.85,806,1
mushroom-best,2,40,50.53,808,2
mushroom-best,2,40,25.60,807,3
mushroom-best,2,40,11.68,806,4
mushroom-best,2,40,38.04,808,5
mushroom-best,2,40,22.76,806,6
mushroom-best,2,40,39.92,824,7
mushroom-best,2,40,28.55,809,8
mushroom-best,2,40,27.08,808,9
neos-1456979,2,5,11.64,100,0
neos-1456979,2,5,10.96,100,1
neos-1456979,2,5,10.95,100,2
neos-1456979,2,5,11.23,100,3
neos-1456979,2,5,15.67,100,4
neos-1456979,2,5,10.96,100,5
neos-1456979,2,5,7.73,100,6
neos-1456979,2,5,10.96,100,7
neos-1456979,2,5,10.00,100,8
neos-1456979,2,5,14.81,100,9
neos-1456979,5,5,10.95,250,0
neos-1456979,5,5,11.23,251,1
neos-1456979,5,5,8.74,250,2
neos-1456979,5,5,8.27,250,3
neos-1456979,5,5,10.00,251,4
neos-1456979,5,5,8.70,250,5
neos-1456979,5,5,7.73,250,6
neos-1456979,5,5,10.22,250,7
neos-1456979,5,5,9.87,250,8
neos-1456979,5,5,10.48,250,9
neos-1456979,10,5,8.12,501,0
neos-1456979,10,5,10.96,501,1
neos-1456979,10,5,8.74,501,2
neos-1456979,10,5,6.96,501,3
neos-1456979,10,5,10.22,501,4
neos-1456979,10,5,8.70,501,5
neos-1456979,10,5,10.96,501,6
neos-1456979,10,5,10.22,501,7
neos-1456979,10,5,8.42,501,8
neos-1456979,10,5,9.95,501,9
neos-1456979,15,5,8.70,752,0
neos-1456979,15,5,10.22,752,1
neos-1456979,15,5,8.70,752,2
neos-1456979,15,5,7.14,752,3
neos-1456979,15,5,8.76,752,4
neos-1456979,15,5,10.96,752,5
neos-1456979,15,5,10.01,752,6
neos-1456979,15,5,10.48,752,7
neos-1456979,15,5,8.24,752,8
neos-1456979,15,5,8.27,753,9
neos-1456979,20,5,7.69,1002,0
neos-1456979,20,5,8.48,1003,1
neos-1456979,20,5,7.69,1003,2
neos-1456979,20,5,6.96,1002,3
neos-1456979,20,5,6.96,1003,4
neos-1456979,20,5,8.70,1003,5
neos-1456979,20,5,7.81,1003,6
neos-1456979,20,5,7.81,1003,7
neos-1456979,20,5,7.14,1003,8
neos-1456979,20,5,6.96,1003,9
neos-1456979,25,5,7.14,1254,0
neos-1456979,25,5,7.14,1254,1
neos-1456979,25,5,8.42,1254,2
neos-1456979,25,5,8.74,1254,3
neos-1456979,25,5,7.92,1253,4
neos-1456979,25,5,9.51,1254,5
neos-1456979,25,5,7.73,1254,6
neos-1456979,25,5,6.96,1253,7
neos-1456979,25,5,7.14,1254,8
neos-1456979,25,5,8.24,1254,9
neos-1456979,30,5,8.24,1506,0
neos-1456979,30,5,8.42,1505,1
neos-1456979,30,5,8.55,1505,2
